space_time_id,GID_0,NAME_0,GID_2,NAME_1,year,month,day,country,admin1,location,infra_cate,infra,sub_event_,damage_inf,severity_i,notes,fatalities,actor1,assoc_acto,inter1,actor2,assoc_ac_1,inter2,source,radio,mcc,net,ran_usd,tower_usd,power_usd,backhaul_usd,labor_usd,total_usd,pop,wealth_usd,wealth_cfa,usd_to_cfa,direct_cost,indirect_cost_usd,value_at_risk,protection_costs,benefit-cost-ratio
2022_11_7_-2.5622_13.0281,BFA,Burkina Faso,BFA.10.4_1,Nord,2022,11,7,BFA,Nord,Boussou,communications,antenna,Looting/property destruction,sabotage_removed,unknown,"Looting: On 7 November 2022, presumed JNIM militants burned the prefecture and sabotaged a telecommunications antenna by removing the solar panels in the village of Boussou (Boussou, Zondoma).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,12349,2804073,4491,0.0016,91000,32266,123266,2576,47.9
2022_3_31_0.5528_11.0142,BFA,Burkina Faso,BFA.8.4_1,Est,2022,3,31,BFA,Est,Tambibongou,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 31 March 2022, presumed JNIM militants vandalized a telecommunications antenna in the village of Tambibongou (Kompienga, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,15077,3861708,6179,0.0016,91000,44436,135436,2576,52.6
2022_1_30_-1.0309_13.2438,BFA,Burkina Faso,BFA.4.3_1,Centre-Nord,2022,1,30,BFA,Centre-Nord,Gabou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 30 January 2022, presumed JNIM militants burned a telecommunications antenna and the market in the village of Gabou (Barsalogho, Sanmatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,28087,7446164,11917,0.0016,91000,85682,176682,2576,68.6
2022_5_9_-0.1363_13.4072,BFA,Burkina Faso,BFA.8.1_1,Est,2022,5,9,BFA,Est,Coalla,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 9 May 2022, overnight presumed JNIM militants destroyed a telecommunications antenna in the town of Coalla (Coalla, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,5721,1494571,2388,0.0016,91000,17198,108198,2576,42.0
2022_1_18_-2.7605_13.6128,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,1,18,BFA,Nord,Douma,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 18 January 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Douma (Tangaye, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8503,2346150,3757,0.0016,91000,26997,117997,2576,45.8
2022_1_15_-0.719_14.6008,BFA,Burkina Faso,BFA.12.1_1,Sahel,2022,1,15,BFA,Sahel,Deou,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 15 January 2022, presumed JNIM militants detonated a telecommunications antenna in the village of Deou (Deou, Oudalan).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8025,2174717,3467,0.0016,91000,25024,116024,2576,45.0
2022_3_5_-2.8231_13.1219,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,3,5,BFA,Boucle du Mouhoun,Toaga,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 5 March 2022, presumed JNIM militants burned a telecommunications installation in the village of Toaga (Tougan, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,6407,2488468,3984,0.0016,91000,28634,119634,2576,46.4
2022_2_16_0.1403_11.5013,BFA,Burkina Faso,BFA.3.2_1,Centre-Est,2022,2,16,BFA,Centre-Est,Yonde,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 February 2022, presumed JNIM militants burned the mayor's office, the prefecture, a livestock warehouse, and a telecommunications antenna in the town of Yonde (Yonde, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,40000,15000,5000,30000,1000,91000,28306,7332711,11746,0.0016,91000,84376,175376,2576,68.1
2022_10_15_-0.233_12.9348,BFA,Burkina Faso,BFA.8.1_1,Est,2022,10,15,BFA,Est,Kossougoudou,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 15 October 2022, presumed JNIM militants destroyed telecommunications installations in the village of Kossougoudou (Bogande, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,12714,4094586,6552,0.0016,91000,47116,138116,2576,53.6
2022_10_16_-0.3747_12.8521,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,10,16,BFA,Centre-Nord,Lillougou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned telecommunications antennas in the village of Lillougou (Zeguedeguen, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,13055,3472714,5557,0.0016,91000,39960,130960,2576,50.8
2022_7_4_-2.7283_13.2395,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,7,4,BFA,Boucle du Mouhoun,Kiembara,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 4 July 2022, presumed JNIM militants burned a warehouse belonging to the mayor office, a bar, a police station, a gendarmerie, and a telecommunications installation, and seized a motorcycle in the town of Kiembara (Kiembara, Sour",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-); Labour Group (Burkina Faso); Police Forces of Burkina Faso (2022-); Police Forces of Burkina Faso (2022-) Gendarmerie,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,15922,4636343,7417,0.0016,91000,53350,144350,2576,56.0
2022_10_30_-1.2239_13.1021,BFA,Burkina Faso,BFA.4.3_1,Centre-Nord,2022,10,30,BFA,Centre-Nord,Sian,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 30 October 2022, presumed JNIM militants vandalized a bar and a telecommunication antenna in the village of Sian (Kaya, Sanmatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,26711,7539858,12063,0.0016,91000,86760,177760,2576,69.0
2022_10_23_-4.6833_9.95,BFA,Burkina Faso,BFA.2.1_1,Cascades,2022,10,23,BFA,Cascades,Folonzo,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 23 October 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Folonzo (Niangoloko, Comoe).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,7776,2094255,3351,0.0016,91000,24098,115098,2576,44.7
2022_8_19_-4.1098_12.5496,BFA,Burkina Faso,BFA.1.3_1,Boucle du Mouhoun,2022,8,19,BFA,Boucle du Mouhoun,Dokui,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2022, presumed JNIM militants vandalized and burned a police station, a telecommunications antenna, and school classes in the town of Dokui (Dokui, Kossi).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,12723,3360839,5367,0.0016,91000,38673,129673,2576,50.3
2022_2_4_-3.4088_12.9833,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,2,4,BFA,Boucle du Mouhoun,Lanfiera,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 4 February 2022 (as reported), presumed JNIM militants sabotaged a telecommunications installation in the town of Lanfiera (Lanfiera, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,23490,7128303,11403,0.0016,91000,82024,173024,2576,67.2
2023_2_6_-0.3323_11.5747,BFA,Burkina Faso,BFA.3.1_1,Centre-Est,2023,2,6,BFA,Centre-Est,Koabgtenga,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 6 February 2023, presumed JNIM militants set fire to the town hall, the prefecture, cell phone installations, some private houses, the primary school, the college, and several teacher motorcycles in Koabgtenga (Bane, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-); Teachers (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,19881,5501218,8814,0.0016,91000,63302,154302,2576,59.9
2022_11_24_-3.8473_10.4009,BFA,Burkina Faso,BFA.2.1_1,Cascades,2022,11,24,BFA,Cascades,Ouo,communications,installation,Armed clash,ransacking,unknown,"On 24 November 2022, JNIM militants attacked gendarmerie and forest guard positions in the town of Ouo (Ouo, Comoe). The militants abducted a forest guard, vandalized the gendarmerie, the mayor's office, the prefecture, bars, and telecommunications insta",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Police Forces of Burkina Faso (2022-) Gendarmerie,Forest Guards (Burkina Faso),State Forces,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,17771,4562943,7305,0.0016,91000,52505,143505,2576,55.7
2022_8_20_-0.0923_12.2985,BFA,Burkina Faso,BFA.8.1_1,Est,2022,8,20,BFA,Est,Moaka,communications,installation,Looting/property destruction,looting,looting,"Looting: On 20 August 2022, presumed JNIM militants looted batteries at a telecommunications installation in the village of Moaka (Bilanga, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8023,2281014,3652,0.0016,91000,26247,117247,2576,45.5
2022_2_7_-0.0569_11.3394,BFA,Burkina Faso,BFA.3.1_1,Centre-Est,2022,2,7,BFA,Centre-Est,Sawengua,communications,other,Looting/property destruction,arson,burned,"Property destruction: On 7 February 2022, presumed JNIM burned a telecommunications station in the village of Sawengua (Bittou, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,14731,3870852,6185,0.0016,91000,44541,135541,2576,52.6
2022_10_5_-1.1779_11.4389,BFA,Burkina Faso,BFA.6.3_1,Centre-Sud,2022,10,5,BFA,Centre-Sud,Pont Nazinon,communications,installation (mention),Armed clash,battle,unknown,"On 5 October 2022, suspected JNIM militants killed a security guard at a telecommunications installation in the forest of Nazinon, near Pont Nazinon (Nobere, Zoundweogo).",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Private Security Forces (Burkina Faso),,External and Other Forces,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,12232,2925737,4686,0.0016,91000,33666,124666,2576,48.4
2022_11_1_-3.752_11.8669,BFA,Burkina Faso,BFA.1.4_1,Boucle du Mouhoun,2022,11,1,BFA,Boucle du Mouhoun,Bondokuy,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 1 November 2022, presumed JNIM militants burned telecommunications installations in the village of Bondokuy (Bondokui, Mouhoun).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,16702,4445824,7115,0.0016,91000,51157,142157,2576,55.2
2022_3_30_-1.5387_13.4531,BFA,Burkina Faso,BFA.4.1_1,Centre-Nord,2022,3,30,BFA,Centre-Nord,Kourpelle,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 30 March 2022, presumed JNIM militants burned two bars and a telecommunications antenna in the village of Kourpelle (Kongoussi, Bam).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,26517,7768629,12437,0.0016,91000,89392,180392,2576,70.0
2022_1_19_-3.4932_12.8258,BFA,Burkina Faso,BFA.1.3_1,Boucle du Mouhoun,2022,1,19,BFA,Boucle du Mouhoun,Sono,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 19 January 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Sono (Sono, Kossi).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8614,2067091,3313,0.0016,91000,23786,114786,2576,44.6
2022_10_16_-0.282_12.8424,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,10,16,BFA,Centre-Nord,Kogossablogo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned telecommunications antennas in the village of Kogossablogo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,10197,3281311,5247,0.0016,91000,37758,128758,2576,50.0
2022_2_9_0.7233_11.0811,BFA,Burkina Faso,BFA.8.4_1,Est,2022,2,9,BFA,Est,Kompienga,communications,telecommunications station,Looting/property destruction,looting,looting,"Looting: On 9 February 2022, presumed JNIM militants looted fuel at a telecommunications station in Kompienga (Kompienga, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,24467,9287244,14860,0.0016,91000,106867,197867,2576,76.8
2022_10_3_-3.5553_11.1877,BFA,Burkina Faso,BFA.9.3_1,Haut-Bassins,2022,10,3,BFA,Hauts-Bassins,Gombeledougou,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 3 October 2022, presumed JNIM militants fired gunshots at a telecommunications installation in the village of Gombeledougou (Koumbia, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,6544,1881106,3010,0.0016,91000,21646,112646,2576,43.7
2022_1_14_-2.071_13.7677,BFA,Burkina Faso,BFA.10.1_1,Nord,2022,1,14,BFA,Nord,Titao,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 14 January 2022, overnight presumed JNIM militants sabotaged a telecommunications antenna in the area of Titao (Titao, Loroum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,40000,15000,5000,30000,1000,91000,22364,7751582,12386,0.0016,91000,89196,180196,2576,70.0
2022_1_15_-1.6082_13.8317,BFA,Burkina Faso,BFA.4.1_1,Centre-Nord,2022,1,15,BFA,Centre-Nord,Namssiguia,communications,antenna,Armed clash,arson,burned,"On 15 January 2022, presumed JNIM militants and volunteer fighters (VDP) and Koglweogo clashed in the village of Namssiguia (Bourzanga, Bam). The militants killed at least nine civilians, wounded a volunteer fighter (VDP), burned an ambulance, a telecomm",9,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,VDP: Volunteer for Defense of Homeland,Koglweogo Militia,Identity Militias,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,18040,4977790,7969,0.0016,91000,57279,148279,2576,57.6
2023_3_15_-0.5225_13.3164,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2023,3,15,BFA,Centre-Nord,Tougouri,communications,radio station,Looting/property destruction,arson,burned,"Property destruction: On 15 March 2023, presumed JNIM militants set fire to the local radio station in the town of Tougouri (Namentenga, Centre-Nord).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,24267,7323482,11712,0.0016,91000,84270,175270,2576,68.0
2022_3_11_-1.6418_14.0875,BFA,Burkina Faso,BFA.12.3_1,Sahel,2022,3,11,BFA,Sahel,Djibo,communications,radio station,Looting/property destruction,ransacking,unknown,"Property destruction: On 11 March 2022, presumed JNIM militants vandalized a radio station in the town of Djibo (Djibo, Soum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Journalists (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,40000,15000,5000,30000,1000,91000,32653,10422983,16676,0.0016,91000,119936,210936,2576,81.9
2022_10_7_-3.2579_11.4269,BFA,Burkina Faso,BFA.9.3_1,Haut-Bassins,2022,10,7,BFA,Hauts-Bassins,Lolio,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 7 October 2022, presumed JNIM militants burned a telecommunications antenna in the village of Lolio (Founzan, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,23589,6354929,10168,0.0016,91000,73125,164125,2576,63.7
2022_10_24_-0.3536_11.4974,BFA,Burkina Faso,BFA.3.1_1,Centre-Est,2022,10,24,BFA,Centre-Est,Ouada-V1,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 24 October 2022, presumed JNIM militants burned two schools and two telecommunications installations in the village of Ouada-V1 (Bane, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,17366,4634598,7417,0.0016,91000,53330,144330,2576,56.0
2022_10_22_-0.235_12.9818,BFA,Burkina Faso,BFA.8.1_1,Est,2022,10,22,BFA,Est,Tieri,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 22 October 2022, presumed JNIM militants destroyed a telecommunications installation in the village of Tieri (Bogande, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,18329,6510456,10415,0.0016,91000,74915,165915,2576,64.4
2019_12_18_-1.9551_13.8826,BFA,Burkina Faso,BFA.10.1_1,Nord,2019,12,18,BFA,Nord,Toulfe,communications,telecommunications tower,Remote explosive/landmine/IED,ied,destroyed,"On 18 December 2019, presumed JNIM militants detonated a transmission tower in Toulfe.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,11079,2881758,4606,0.0016,91000,33160,124160,2576,48.2
2022_11_17_-0.2646_12.6256,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,11,17,BFA,Centre-Nord,Yaongo,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 17 November 2022, presumed JNIM militants burned telecommunications installations in the village of Yaongo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,15383,4688138,7502,0.0016,91000,53946,144946,2576,56.3
2022_2_15_-0.5868_13.49,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,2,15,BFA,Centre-Nord,Damkarko 2,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 15 February 2022, presumed JNIM militants destroyed a telecommunications antenna in the village of Damkarko 2 (Bouroum, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,10284,2858627,4576,0.0016,91000,32894,123894,2576,48.1
2022_9_1_1.8669_11.8752,BFA,Burkina Faso,BFA.8.5_1,Est,2022,9,1,BFA,Est,Tansarga,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 1 September 2022, presumed JNIM militants vandalized telecommunications installations in Tansarga (Tansarga, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,23782,6229914,9968,0.0016,91000,71687,162687,2576,63.2
2022_2_21_-2.5921_13.3978,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,2,21,BFA,Nord,Zogore,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 21 February 2022, presumed JNIM militants destroyed telecommunications antennas in Zogore (Zogore, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,23417,6956087,11132,0.0016,91000,80043,171043,2576,66.4
2022_3_5_0.7075_11.2497,BFA,Burkina Faso,BFA.8.4_1,Est,2022,3,5,BFA,Est,Pama,communications,antenna,Remote explosive/landmine/IED,sabotage,unknown,"On 5 March 2022, presumed JNIM militants set off explosives and sabotaged a power generator and a telecommunications antenna in Pama (Pama, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,13050,3623104,5792,0.0016,91000,41691,132691,2576,51.5
2023_2_27_-1.3441_12.9876,BFA,Burkina Faso,BFA.4.3_1,Centre-Nord,2023,2,27,BFA,Centre-Nord,Mane,communications,installation,Looting/property destruction,ransacking,unknown,"Property destruction: On 27 February 2023, presumed JNIM militants set fire to shops and five trucks belonging to a Bissa Gold mine subcontractor in the town of Mane (Mane, Sanmatenga). The militants also vandalized a cell phone installations.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labor Group (Burkina Faso); Miners (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,25546,6830197,10934,0.0016,91000,78594,169594,2576,65.8
2022_3_2_1.7693_11.7302,BFA,Burkina Faso,BFA.8.5_1,Est,2022,3,2,BFA,Est,Namponsiga,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 2 March 2022, presumed JNIM militants burned a bar and a telecommunications antenna in the village of Namponsiga (Logobou, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,18930,4797761,7681,0.0016,91000,55207,146207,2576,56.8
2021_8_3_0.7953_12.8801,BFA,Burkina Faso,BFA.8.3_1,Est,2021,8,3,BFA,Est,Bartiebougou,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 3 August 2021, presumed JNIM militants vandalized a telecommunications antenna in the village of Bartiebougou (Bartiebougou, Komandjari).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,7923,1905364,3056,0.0016,91000,21925,112925,2576,43.8
2022_12_18_0.0342_14.6387,BFA,Burkina Faso,BFA.12.1_1,Sahel,2022,12,18,BFA,Sahel,Markoye,communications,installation,Looting/property destruction,arson,burned,"Looting: On 18 December 2022, presumed IS Sahel militants burned telecommunications installations and seized livestock in the town of Markoye (Markoye, Oudalan).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,9444,2449221,3910,0.0016,91000,28183,119183,2576,46.3
2022_2_21_1.562_12.5423,BFA,Burkina Faso,BFA.8.5_1,Est,2022,2,21,BFA,Est,Bantoini,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 21 February 2022, presumed JNIM militants burned a telecommunications antenna in the village of Bantoini (Kantchari, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,10950,2984640,4780,0.0016,91000,34344,125344,2576,48.7
2022_4_29_0.0283_13.3025,BFA,Burkina Faso,BFA.8.1_1,Est,2022,4,29,BFA,Est,Boukargou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 29 April 2022, presumed JNIM militants burned a telecommunications antenna in the village of Boukargou (Coalla, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,11448,2872017,4596,0.0016,91000,33048,124048,2576,48.2
