space_time_id,GID_0,NAME_0,GID_2,NAME_1,year,month,day,country,admin1,location,infra_cate,infra,sub_event_,damage_inf,severity_i,notes,fatalities,actor1,assoc_acto,inter1,actor2,assoc_ac_1,inter2,source,radio,mcc,net,ran_usd,tower_usd,power_usd,backhaul_usd,labor_usd,total_usd,pop,wealth_usd,wealth_cfa,usd_to_cfa
2022_1_30_-1.0309_13.2438,BFA,Burkina Faso,BFA.4.3_1,Centre-Nord,2022,1,30,Burkina Faso,Centre-Nord,Gabou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 30 January 2022, presumed JNIM militants burned a telecommunications antenna and the market in the village of Gabou (Barsalogho, Sanmatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,28086.72090464437,7446164,11917,0.0016
2022_5_9_-0.1363_13.4072,BFA,Burkina Faso,BFA.8.1_1,Est,2022,5,9,Burkina Faso,Est,Coalla,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 9 May 2022, overnight presumed JNIM militants destroyed a telecommunications antenna in the town of Coalla (Coalla, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,5721.440620905919,1494571,2388,0.0016
2022_1_18_-2.7605_13.6128,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,1,18,Burkina Faso,Nord,Douma,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 18 January 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Douma (Tangaye, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8502.760250809455,2346150,3757,0.0016
2022_1_15_-0.719_14.6008,BFA,Burkina Faso,BFA.12.1_1,Sahel,2022,1,15,Burkina Faso,Sahel,Deou,communications,antenna,Remote explosive/landmine/IED,ied,destroyed,"On 15 January 2022, presumed JNIM militants detonated a telecommunications antenna in the village of Deou (Deou, Oudalan).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8024.879669749212,2174717,3467,0.0016
2022_3_5_-2.8231_13.1219,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,3,5,Burkina Faso,Boucle du Mouhoun,Toaga,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 5 March 2022, presumed JNIM militants burned a telecommunications installation in the village of Toaga (Tougan, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,6407.289253764743,2488468,3984,0.0016
2022_2_16_0.1403_11.5013,BFA,Burkina Faso,BFA.3.2_1,Centre-Est,2022,2,16,Burkina Faso,Centre-Est,Yonde,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 February 2022, presumed JNIM militants burned the mayor's office, the prefecture, a livestock warehouse, and a telecommunications antenna in the town of Yonde (Yonde, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,40000,15000,5000,30000,1000,91000,28306.351172860428,7332711,11746,0.0016
2022_10_15_-0.233_12.9348,BFA,Burkina Faso,BFA.8.1_1,Est,2022,10,15,Burkina Faso,Est,Kossougoudou,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 15 October 2022, presumed JNIM militants destroyed telecommunications installations in the village of Kossougoudou (Bogande, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,12713.923137881018,4094586,6552,0.0016
2022_10_16_-0.3747_12.8521,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,10,16,Burkina Faso,Centre-Nord,Lillougou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned telecommunications antennas in the village of Lillougou (Zeguedeguen, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,13054.990608125969,3472714,5557,0.0016
2022_7_4_-2.7283_13.2395,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,7,4,Burkina Faso,Boucle du Mouhoun,Kiembara,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 4 July 2022, presumed JNIM militants burned a warehouse belonging to the mayor office, a bar, a police station, a gendarmerie, and a telecommunications installation, and seized a motorcycle in the town of Kiembara (Kiembara, Sour",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-); Labour Group (Burkina Faso); Police Forces of Burkina Faso (2022-); Police Forces of Burkina Faso (2022-) Gendarmerie,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,15921.899265175272,4636343,7417,0.0016
2022_10_30_-1.2239_13.1021,BFA,Burkina Faso,BFA.4.3_1,Centre-Nord,2022,10,30,Burkina Faso,Centre-Nord,Sian,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 30 October 2022, presumed JNIM militants vandalized a bar and a telecommunication antenna in the village of Sian (Kaya, Sanmatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,26711.292572809474,7539858,12063,0.0016
2022_10_23_-4.6833_9.95,BFA,Burkina Faso,BFA.2.1_1,Cascades,2022,10,23,Burkina Faso,Cascades,Folonzo,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 23 October 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Folonzo (Niangoloko, Comoe).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,7776.395596372385,2094255,3351,0.0016
2022_8_19_-4.1098_12.5496,BFA,Burkina Faso,BFA.1.3_1,Boucle du Mouhoun,2022,8,19,Burkina Faso,Boucle du Mouhoun,Dokui,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 19 August 2022, presumed JNIM militants vandalized and burned a police station, a telecommunications antenna, and school classes in the town of Dokui (Dokui, Kossi).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Police Forces of Burkina Faso (2022-),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,12723.13107464009,3360839,5367,0.0016
2022_2_4_-3.4088_12.9833,BFA,Burkina Faso,BFA.1.6_1,Boucle du Mouhoun,2022,2,4,Burkina Faso,Boucle du Mouhoun,Lanfiera,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: Around 4 February 2022 (as reported), presumed JNIM militants sabotaged a telecommunications installation in the town of Lanfiera (Lanfiera, Sourou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,23490.317741663726,7128303,11403,0.0016
2023_2_6_-0.3323_11.5747,BFA,Burkina Faso,BFA.3.1_1,Centre-Est,2023,2,6,Burkina Faso,Centre-Est,Koabgtenga,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 6 February 2023, presumed JNIM militants set fire to the town hall, the prefecture, cell phone installations, some private houses, the primary school, the college, and several teacher motorcycles in Koabgtenga (Bane, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Government of Burkina Faso (2022-); Teachers (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,19880.523440863584,5501218,8814,0.0016
2022_11_24_-3.8473_10.4009,BFA,Burkina Faso,BFA.2.1_1,Cascades,2022,11,24,Burkina Faso,Cascades,Ouo,communications,installation,Armed clash,ransacking,unknown,"On 24 November 2022, JNIM militants attacked gendarmerie and forest guard positions in the town of Ouo (Ouo, Comoe). The militants abducted a forest guard, vandalized the gendarmerie, the mayor's office, the prefecture, bars, and telecommunications insta",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Police Forces of Burkina Faso (2022-) Gendarmerie,Forest Guards (Burkina Faso),State Forces,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,17770.872913469997,4562943,7305,0.0016
2022_8_20_-0.0923_12.2985,BFA,Burkina Faso,BFA.8.1_1,Est,2022,8,20,Burkina Faso,Est,Moaka,communications,installation,Looting/property destruction,looting,looting,"Looting: On 20 August 2022, presumed JNIM militants looted batteries at a telecommunications installation in the village of Moaka (Bilanga, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8023.440739495635,2281014,3652,0.0016
2022_2_7_-0.0569_11.3394,BFA,Burkina Faso,BFA.3.1_1,Centre-Est,2022,2,7,Burkina Faso,Centre-Est,Sawengua,communications,other,Looting/property destruction,arson,burned,"Property destruction: On 7 February 2022, presumed JNIM burned a telecommunications station in the village of Sawengua (Bittou, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,14731.015674394372,3870852,6185,0.0016
2022_10_5_-1.1779_11.4389,BFA,Burkina Faso,BFA.6.3_1,Centre-Sud,2022,10,5,Burkina Faso,Centre-Sud,Pont Nazinon,communications,installation (mention),Armed clash,battle,unknown,"On 5 October 2022, suspected JNIM militants killed a security guard at a telecommunications installation in the forest of Nazinon, near Pont Nazinon (Nobere, Zoundweogo).",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Private Security Forces (Burkina Faso),,External and Other Forces,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,12231.561901104307,2925737,4686,0.0016
2022_11_1_-3.752_11.8669,BFA,Burkina Faso,BFA.1.4_1,Boucle du Mouhoun,2022,11,1,Burkina Faso,Boucle du Mouhoun,Bondokuy,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 1 November 2022, presumed JNIM militants burned telecommunications installations in the village of Bondokuy (Bondokui, Mouhoun).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,16701.69062410483,4445824,7115,0.0016
2022_3_30_-1.5387_13.4531,BFA,Burkina Faso,BFA.4.1_1,Centre-Nord,2022,3,30,Burkina Faso,Centre-Nord,Kourpelle,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 30 March 2022, presumed JNIM militants burned two bars and a telecommunications antenna in the village of Kourpelle (Kongoussi, Bam).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,26516.84822503566,7768629,12437,0.0016
2022_1_19_-3.4932_12.8258,BFA,Burkina Faso,BFA.1.3_1,Boucle du Mouhoun,2022,1,19,Burkina Faso,Boucle du Mouhoun,Sono,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 19 January 2022, presumed JNIM militants sabotaged a telecommunications antenna in the village of Sono (Sono, Kossi).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,8613.979799416136,2067091,3313,0.0016
2022_10_16_-0.282_12.8424,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,10,16,Burkina Faso,Centre-Nord,Kogossablogo,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 16 October 2022, presumed JNIM militants burned telecommunications antennas in the village of Kogossablogo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,10197.24748154174,3281311,5247,0.0016
2022_2_9_0.7233_11.0811,BFA,Burkina Faso,BFA.8.4_1,Est,2022,2,9,Burkina Faso,Est,Kompienga,communications,telecommunications station,Looting/property destruction,looting,looting,"Looting: On 9 February 2022, presumed JNIM militants looted fuel at a telecommunications station in Kompienga (Kompienga, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,24466.7427866292,9287244,14860,0.0016
2022_10_3_-3.5553_11.1877,BFA,Burkina Faso,BFA.9.3_1,Haut-Bassins,2022,10,3,Burkina Faso,Hauts-Bassins,Gombeledougou,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 3 October 2022, presumed JNIM militants fired gunshots at a telecommunications installation in the village of Gombeledougou (Koumbia, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,6543.501766919823,1881106,3010,0.0016
2022_1_14_-2.071_13.7677,BFA,Burkina Faso,BFA.10.1_1,Nord,2022,1,14,Burkina Faso,Nord,Titao,communications,antenna,Looting/property destruction,sabotage,unknown,"Property destruction: On 14 January 2022, overnight presumed JNIM militants sabotaged a telecommunications antenna in the area of Titao (Titao, Loroum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,2.0,40000,15000,5000,30000,1000,91000,22363.79394982213,7751582,12386,0.0016
2022_1_15_-1.6082_13.8317,BFA,Burkina Faso,BFA.4.1_1,Centre-Nord,2022,1,15,Burkina Faso,Centre-Nord,Namssiguia,communications,antenna,Armed clash,arson,burned,"On 15 January 2022, presumed JNIM militants and volunteer fighters (VDP) and Koglweogo clashed in the village of Namssiguia (Bourzanga, Bam). The militants killed at least nine civilians, wounded a volunteer fighter (VDP), burned an ambulance, a telecomm",9,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,VDP: Volunteer for Defense of Homeland,Koglweogo Militia,Identity Militias,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,18039.517944340263,4977790,7969,0.0016
2023_3_15_-0.5225_13.3164,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2023,3,15,Burkina Faso,Centre-Nord,Tougouri,communications,radio station,Looting/property destruction,arson,burned,"Property destruction: On 15 March 2023, presumed JNIM militants set fire to the local radio station in the town of Tougouri (Namentenga, Centre-Nord).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,24266.53776602461,7323482,11712,0.0016
2022_3_11_-1.6418_14.0875,BFA,Burkina Faso,BFA.12.3_1,Sahel,2022,3,11,Burkina Faso,Sahel,Djibo,communications,radio station,Looting/property destruction,ransacking,unknown,"Property destruction: On 11 March 2022, presumed JNIM militants vandalized a radio station in the town of Djibo (Djibo, Soum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Journalists (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,UMTS,613.0,1.0,40000,15000,5000,30000,1000,91000,32652.848291751827,10422983,16676,0.0016
2022_10_7_-3.2579_11.4269,BFA,Burkina Faso,BFA.9.3_1,Haut-Bassins,2022,10,7,Burkina Faso,Hauts-Bassins,Lolio,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 7 October 2022, presumed JNIM militants burned a telecommunications antenna in the village of Lolio (Founzan, Tuy).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,23588.559093378342,6354929,10168,0.0016
2022_10_24_-0.3536_11.4974,BFA,Burkina Faso,BFA.3.1_1,Centre-Est,2022,10,24,Burkina Faso,Centre-Est,Ouada-V1,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 24 October 2022, presumed JNIM militants burned two schools and two telecommunications installations in the village of Ouada-V1 (Bane, Boulgou).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,17365.859967896282,4634598,7417,0.0016
2022_10_22_-0.235_12.9818,BFA,Burkina Faso,BFA.8.1_1,Est,2022,10,22,Burkina Faso,Est,Tieri,communications,installation,Looting/property destruction,destruction,destroyed,"Property destruction: On 22 October 2022, presumed JNIM militants destroyed a telecommunications installation in the village of Tieri (Bogande, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,1.0,40000,15000,5000,30000,1000,91000,18329.178960800626,6510456,10415,0.0016
2019_12_18_-1.9551_13.8826,BFA,Burkina Faso,BFA.10.1_1,Nord,2019,12,18,Burkina Faso,Nord,Toulfe,communications,telecommunications tower,Remote explosive/landmine/IED,ied,destroyed,"On 18 December 2019, presumed JNIM militants detonated a transmission tower in Toulfe.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,11079.204300225369,2881758,4606,0.0016
2022_11_17_-0.2646_12.6256,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,11,17,Burkina Faso,Centre-Nord,Yaongo,communications,installation,Looting/property destruction,arson,burned,"Property destruction: On 17 November 2022, presumed JNIM militants burned telecommunications installations in the village of Yaongo (Dargo, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,15382.538947317911,4688138,7502,0.0016
2022_2_15_-0.5868_13.49,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,2,15,Burkina Faso,Centre-Nord,Damkarko 2,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 15 February 2022, presumed JNIM militants destroyed a telecommunications antenna in the village of Damkarko 2 (Bouroum, Namentenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,10284.31514638398,2858627,4576,0.0016
2022_9_1_1.8669_11.8752,BFA,Burkina Faso,BFA.8.5_1,Est,2022,9,1,Burkina Faso,Est,Tansarga,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 1 September 2022, presumed JNIM militants vandalized telecommunications installations in Tansarga (Tansarga, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,23781.80316213844,6229914,9968,0.0016
2022_2_21_-2.5921_13.3978,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,2,21,Burkina Faso,Nord,Zogore,communications,antenna,Looting/property destruction,destruction,destroyed,"Property destruction: On 21 February 2022, presumed JNIM militants destroyed telecommunications antennas in Zogore (Zogore, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,23417.142121501656,6956087,11132,0.0016
2022_3_5_0.7075_11.2497,BFA,Burkina Faso,BFA.8.4_1,Est,2022,3,5,Burkina Faso,Est,Pama,communications,antenna,Remote explosive/landmine/IED,sabotage,unknown,"On 5 March 2022, presumed JNIM militants set off explosives and sabotaged a power generator and a telecommunications antenna in Pama (Pama, Kompienga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,,,,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,13050.092538819274,3623104,5792,0.0016
2023_2_27_-1.3441_12.9876,BFA,Burkina Faso,BFA.4.3_1,Centre-Nord,2023,2,27,Burkina Faso,Centre-Nord,Mane,communications,installation,Looting/property destruction,ransacking,unknown,"Property destruction: On 27 February 2023, presumed JNIM militants set fire to shops and five trucks belonging to a Bissa Gold mine subcontractor in the town of Mane (Mane, Sanmatenga). The militants also vandalized a cell phone installations.",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labor Group (Burkina Faso); Miners (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,25546.371599078357,6830197,10934,0.0016
2022_3_2_1.7693_11.7302,BFA,Burkina Faso,BFA.8.5_1,Est,2022,3,2,Burkina Faso,Est,Namponsiga,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 2 March 2022, presumed JNIM militants burned a bar and a telecommunications antenna in the village of Namponsiga (Logobou, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),Labour Group (Burkina Faso),Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,18930.233758294104,4797761,7681,0.0016
2021_8_3_0.7953_12.8801,BFA,Burkina Faso,BFA.8.3_1,Est,2021,8,3,Burkina Faso,Est,Bartiebougou,communications,antenna,Looting/property destruction,ransacking,unknown,"Property destruction: On 3 August 2021, presumed JNIM militants vandalized a telecommunications antenna in the village of Bartiebougou (Bartiebougou, Komandjari).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,7922.867169516711,1905364,3056,0.0016
2022_12_18_0.0342_14.6387,BFA,Burkina Faso,BFA.12.1_1,Sahel,2022,12,18,Burkina Faso,Sahel,Markoye,communications,installation,Looting/property destruction,arson,burned,"Looting: On 18 December 2022, presumed IS Sahel militants burned telecommunications installations and seized livestock in the town of Markoye (Markoye, Oudalan).",0,Islamic State (West Africa) - Greater Sahara Faction,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,9443.916669060656,2449221,3910,0.0016
2022_2_21_1.562_12.5423,BFA,Burkina Faso,BFA.8.5_1,Est,2022,2,21,Burkina Faso,Est,Bantoini,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 21 February 2022, presumed JNIM militants burned a telecommunications antenna in the village of Bantoini (Kantchari, Tapoa).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,10949.873968641225,2984640,4780,0.0016
2022_4_29_0.0283_13.3025,BFA,Burkina Faso,BFA.8.1_1,Est,2022,4,29,Burkina Faso,Est,Boukargou,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 29 April 2022, presumed JNIM militants burned a telecommunications antenna in the village of Boukargou (Coalla, Gnagna).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,11447.870075973668,2872017,4596,0.0016
2022_7_1_-0.4536_12.9648,BFA,Burkina Faso,BFA.4.2_1,Centre-Nord,2022,7,1,Burkina Faso,Centre-Nord,Zeguedeguen,communications,antenna,Armed clash,arson,burned,"On 1 July 2022, presumed JNIM militants attacked the gendarmerie in the town of Zeguedeguen (Zeguedeguen, Namentenga). One gendarme was killed, and the militants burned the facility, tricycles, and a telecommunications antenna.",1,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Police Forces of Burkina Faso (2022-) Gendarmerie,,State Forces,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,22663.093362626096,6988778,11184,0.0016
2022_2_6_-0.0636_11.6147,BFA,Burkina Faso,BFA.3.2_1,Centre-Est,2022,2,6,Burkina Faso,Centre-Est,Lalgaye,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 6 February 2022, presumed JNIM militants burned telecommunications antennas in the area of Lalgaye (Lalgaye, Koulpelogo).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,613.0,2.0,40000,15000,5000,30000,1000,91000,22032.301577730294,5887089,9414,0.0016
2021_2_27_-1.4817_14.0664,BFA,Burkina Faso,BFA.12.3_1,Sahel,2021,2,27,Burkina Faso,Sahel,Tongomayel,communications,antenna,Looting/property destruction,sabotage_removed,unknown,"Looting: On 27 February 2021, presumed JNIM militants removed a generator from a telecommunications antenna in Tongomayel (Tongomayel, Soum).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,11640.33963748664,2747997,4389,0.0016
2022_10_14_-2.2078_13.549,BFA,Burkina Faso,BFA.10.3_1,Nord,2022,10,14,Burkina Faso,Nord,Boulounga,communications,antenna,Looting/property destruction,arson,burned,"Property destruction: On 14 October 2022, presumed JNIM militants burned seven house yards and telecommunications antennas in the village of Boulounga (Namissiguima, Yatenga).",0,JNIM: Group for Support of Islam and Muslims,,Rebel Groups,Civilians (Burkina Faso),,Civilians,Armed Conflict Location & Event Data Project (ACLED); www.acleddata.com,GSM,,,40000,15000,5000,30000,1000,91000,25080.31203498794,7200160,11528,0.0016
